Age,Education Level,Occupation,Interest,Experience,Learning Style,Time Commitment,Preferred Resources,Recommended Skillc    ,,,
23,High School,Job Seeker,Full Stack Development,Intermediate,Auditory,<5 hrs/week,Free,"MERN Stack, REST APIs",,,
23,High School,Job Seeker,Full Stack Development,Advanced,Reading/Writing,>10 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
23,High School,Job Seeker,Networking,Intermediate,Auditory,<5 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,High School,Job Seeker,Networking,Advanced,Reading/Writing,5-10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
23,High School,Student,AI/ML,Advanced,Auditory,<5 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,High School,Student,AI/ML,Beginner,Visual,5-10 hrs/week,Free,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
23,High School,Student,AI/ML,Advanced,Kinesthetic,5-10 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,High School,Student,AI/ML,Intermediate,Visual,5-10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,High School,Student,Blockchain,Advanced,Auditory,>10 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,High School,Student,Blockchain,Beginner,Auditory,5-10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
23,High School,Student,Blockchain,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
23,High School,Student,Cloud Computing,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,High School,Student,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
23,High School,Student,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
23,High School,Student,Cloud Computing,Advanced,Visual,<5 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
23,High School,Student,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Paid,"MERN Stack, REST APIs",,,
23,High School,Student,Full Stack Development,Advanced,Auditory,>10 hrs/week,Free,"Microservices, CI/CD, System Design",,,
23,High School,Student,Networking,Intermediate,Auditory,>10 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,High School,Student,Networking,Advanced,Visual,5-10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
23,High School,Student,Networking,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,High School,Working Professional,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,High School,Working Professional,AI/ML,Beginner,Reading/Writing,5-10 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
23,High School,Working Professional,AI/ML,Intermediate,Auditory,<5 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,High School,Working Professional,AI/ML,Beginner,Auditory,>10 hrs/week,Free,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
23,High School,Working Professional,Blockchain,Beginner,Visual,<5 hrs/week,Free,"Ethereum Basics, Solidity, Web3.js",,,
23,High School,Working Professional,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,High School,Working Professional,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free,"Ethereum Basics, Solidity, Web3.js",,,
23,High School,Working Professional,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,High School,Working Professional,Cloud Computing,Beginner,Visual,5-10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,High School,Working Professional,Cloud Computing,Beginner,Visual,>10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,High School,Working Professional,Cloud Computing,Advanced,Kinesthetic,<5 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
23,High School,Working Professional,Cloud Computing,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,High School,Working Professional,Full Stack Development,Beginner,Auditory,5-10 hrs/week,Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
23,High School,Working Professional,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
23,High School,Working Professional,Full Stack Development,Beginner,Auditory,<5 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
23,High School,Working Professional,Full Stack Development,Beginner,Visual,5-10 hrs/week,Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
23,High School,Working Professional,Networking,Beginner,Visual,5-10 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
23,Master's,Job Seeker,AI/ML,Advanced,Auditory,<5 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,Master's,Job Seeker,AI/ML,Intermediate,Reading/Writing,5-10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,Master's,Job Seeker,AI/ML,Intermediate,Reading/Writing,5-10 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,Master's,Job Seeker,AI/ML,Intermediate,Auditory,>10 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,Master's,Job Seeker,AI/ML,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,Master's,Job Seeker,Blockchain,Beginner,Kinesthetic,5-10 hrs/week,Free,"Ethereum Basics, Solidity, Web3.js",,,
23,Master's,Job Seeker,Blockchain,Advanced,Visual,<5 hrs/week,Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,Master's,Job Seeker,Blockchain,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,Master's,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Free,"DApp Development, Hyperledger",,,
23,Master's,Job Seeker,Cloud Computing,Beginner,Auditory,<5 hrs/week,Free,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,Master's,Job Seeker,Cloud Computing,Advanced,Auditory,<5 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
23,Master's,Job Seeker,Cloud Computing,Advanced,Auditory,>10 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
23,Master's,Job Seeker,Cloud Computing,Intermediate,Auditory,>10 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,Master's,Job Seeker,Cloud Computing,Beginner,Kinesthetic,5-10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,Master's,Job Seeker,Cloud Computing,Intermediate,Kinesthetic,<5 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,Master's,Job Seeker,Full Stack Development,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
23,Master's,Job Seeker,Full Stack Development,Advanced,Auditory,5-10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
23,Master's,Job Seeker,Networking,Intermediate,Visual,<5 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,Master's,Job Seeker,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,Master's,Student,AI/ML,Intermediate,Visual,>10 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,Master's,Student,Blockchain,Beginner,Kinesthetic,>10 hrs/week,Paid,"Ethereum Basics, Solidity, Web3.js",,,
23,Master's,Student,Blockchain,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
23,Master's,Student,Blockchain,Advanced,Auditory,>10 hrs/week,Free,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,Master's,Student,Blockchain,Intermediate,Auditory,5-10 hrs/week,Free,"DApp Development, Hyperledger",,,
23,Master's,Student,Blockchain,Intermediate,Visual,<5 hrs/week,Free,"DApp Development, Hyperledger",,,
23,Master's,Student,Cloud Computing,Beginner,Visual,5-10 hrs/week,Free,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,Master's,Student,Cloud Computing,Beginner,Reading/Writing,>10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,Master's,Student,Full Stack Development,Advanced,Visual,5-10 hrs/week,Free,"Microservices, CI/CD, System Design",,,
23,Master's,Student,Full Stack Development,Advanced,Visual,>10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
23,Master's,Student,Full Stack Development,Advanced,Reading/Writing,<5 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
23,Master's,Student,Full Stack Development,Advanced,Kinesthetic,>10 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
23,Master's,Student,Full Stack Development,Intermediate,Reading/Writing,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
23,Master's,Student,Full Stack Development,Intermediate,Auditory,<5 hrs/week,Free,"MERN Stack, REST APIs",,,
23,Master's,Student,Networking,Advanced,Auditory,5-10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
23,Master's,Working Professional,AI/ML,Intermediate,Visual,>10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,Master's,Working Professional,AI/ML,Advanced,Reading/Writing,>10 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,Master's,Working Professional,Blockchain,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,Master's,Working Professional,Blockchain,Advanced,Auditory,>10 hrs/week,Free,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,Master's,Working Professional,Blockchain,Intermediate,Visual,5-10 hrs/week,Paid,"DApp Development, Hyperledger",,,
23,Master's,Working Professional,Cloud Computing,Intermediate,Visual,5-10 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,Master's,Working Professional,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
23,Master's,Working Professional,Cloud Computing,Beginner,Visual,>10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,Master's,Working Professional,Cloud Computing,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,Master's,Working Professional,Full Stack Development,Advanced,Visual,>10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
23,Master's,Working Professional,Networking,Beginner,Auditory,<5 hrs/week,Free,"CCNA, TCP/IP, Network Security Basics",,,
23,PhD,Job Seeker,AI/ML,Advanced,Reading/Writing,5-10 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,PhD,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Free,"DApp Development, Hyperledger",,,
23,PhD,Job Seeker,Blockchain,Intermediate,Reading/Writing,5-10 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
23,PhD,Job Seeker,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
23,PhD,Job Seeker,Cloud Computing,Advanced,Visual,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
23,PhD,Job Seeker,Cloud Computing,Beginner,Reading/Writing,>10 hrs/week,Free,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,PhD,Job Seeker,Full Stack Development,Advanced,Auditory,5-10 hrs/week,Free,"Microservices, CI/CD, System Design",,,
23,PhD,Job Seeker,Full Stack Development,Intermediate,Visual,>10 hrs/week,Free,"MERN Stack, REST APIs",,,
23,PhD,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
23,PhD,Job Seeker,Full Stack Development,Beginner,Auditory,<5 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
23,PhD,Job Seeker,Full Stack Development,Advanced,Visual,>10 hrs/week,Free,"Microservices, CI/CD, System Design",,,
23,PhD,Job Seeker,Full Stack Development,Advanced,Auditory,<5 hrs/week,Free,"Microservices, CI/CD, System Design",,,
23,PhD,Job Seeker,Full Stack Development,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
23,PhD,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
23,PhD,Job Seeker,Networking,Advanced,Reading/Writing,>10 hrs/week,Free & Paid,"SDN, Cybersecurity, Penetration Testing",,,
23,PhD,Job Seeker,Networking,Advanced,Auditory,<5 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
23,PhD,Job Seeker,Networking,Intermediate,Auditory,>10 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,PhD,Job Seeker,Networking,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"SDN, Cybersecurity, Penetration Testing",,,
23,PhD,Job Seeker,Networking,Intermediate,Kinesthetic,5-10 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,PhD,Student,AI/ML,Intermediate,Kinesthetic,<5 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
23,PhD,Student,AI/ML,Beginner,Reading/Writing,<5 hrs/week,Free,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
23,PhD,Student,AI/ML,Advanced,Visual,>10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,PhD,Student,Blockchain,Beginner,Auditory,5-10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
23,PhD,Student,Blockchain,Intermediate,Reading/Writing,>10 hrs/week,Free,"DApp Development, Hyperledger",,,
23,PhD,Student,Cloud Computing,Beginner,Visual,>10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,PhD,Student,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
23,PhD,Student,Cloud Computing,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,PhD,Student,Cloud Computing,Intermediate,Kinesthetic,5-10 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,PhD,Student,Cloud Computing,Intermediate,Visual,<5 hrs/week,Free & Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,PhD,Student,Cloud Computing,Advanced,Kinesthetic,>10 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
23,PhD,Student,Full Stack Development,Beginner,Visual,5-10 hrs/week,Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
23,PhD,Student,Networking,Advanced,Kinesthetic,5-10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
23,PhD,Working Professional,AI/ML,Beginner,Visual,<5 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
23,PhD,Working Professional,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
23,PhD,Working Professional,AI/ML,Beginner,Kinesthetic,5-10 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
23,PhD,Working Professional,Blockchain,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
23,PhD,Working Professional,Cloud Computing,Intermediate,Auditory,5-10 hrs/week,Free,"Kubernetes, Docker, DevOps, Cloud Security",,,
23,PhD,Working Professional,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
23,PhD,Working Professional,Full Stack Development,Advanced,Auditory,<5 hrs/week,Free,"Microservices, CI/CD, System Design",,,
23,PhD,Working Professional,Full Stack Development,Advanced,Visual,<5 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
23,PhD,Working Professional,Networking,Intermediate,Reading/Writing,5-10 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
23,PhD,Working Professional,Networking,Intermediate,Auditory,>10 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
24,Bachelor's,Job Seeker,AI/ML,Intermediate,Auditory,<5 hrs/week,Free & Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
24,Bachelor's,Job Seeker,AI/ML,Advanced,Visual,>10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
24,Bachelor's,Job Seeker,Cloud Computing,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
24,Bachelor's,Job Seeker,Cloud Computing,Advanced,Reading/Writing,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
24,Bachelor's,Job Seeker,Cloud Computing,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
24,Bachelor's,Job Seeker,Full Stack Development,Advanced,Visual,<5 hrs/week,Free,"Microservices, CI/CD, System Design",,,
24,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,<5 hrs/week,Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
24,Bachelor's,Job Seeker,Full Stack Development,Beginner,Reading/Writing,5-10 hrs/week,Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
24,Bachelor's,Job Seeker,Networking,Beginner,Auditory,<5 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
24,Bachelor's,Job Seeker,Networking,Advanced,Kinesthetic,>10 hrs/week,Free,"SDN, Cybersecurity, Penetration Testing",,,
24,Bachelor's,Job Seeker,Networking,Beginner,Auditory,5-10 hrs/week,Paid,"CCNA, TCP/IP, Network Security Basics",,,
24,Bachelor's,Job Seeker,Networking,Intermediate,Visual,<5 hrs/week,Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
24,Bachelor's,Student,AI/ML,Intermediate,Reading/Writing,>10 hrs/week,Free & Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
24,Bachelor's,Student,Blockchain,Advanced,Auditory,<5 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
24,Bachelor's,Student,Blockchain,Beginner,Auditory,>10 hrs/week,Free,"Ethereum Basics, Solidity, Web3.js",,,
24,Bachelor's,Student,Blockchain,Intermediate,Auditory,5-10 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
24,Bachelor's,Student,Blockchain,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
24,Bachelor's,Student,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
24,Bachelor's,Student,Cloud Computing,Advanced,Auditory,>10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
24,Bachelor's,Student,Cloud Computing,Beginner,Kinesthetic,5-10 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
24,Bachelor's,Student,Cloud Computing,Beginner,Kinesthetic,<5 hrs/week,Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
24,Bachelor's,Student,Full Stack Development,Beginner,Auditory,<5 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
24,Bachelor's,Student,Full Stack Development,Intermediate,Visual,5-10 hrs/week,Paid,"MERN Stack, REST APIs",,,
24,Bachelor's,Student,Full Stack Development,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
24,Bachelor's,Student,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
24,Bachelor's,Student,Networking,Advanced,Visual,>10 hrs/week,Free,"SDN, Cybersecurity, Penetration Testing",,,
24,Bachelor's,Student,Networking,Intermediate,Reading/Writing,<5 hrs/week,Free,"Advanced Routing, Firewalls, Ethical Hacking",,,
24,Bachelor's,Working Professional,AI/ML,Advanced,Visual,<5 hrs/week,Free,"Reinforcement Learning, Generative AI, AI Ethics",,,
24,Bachelor's,Working Professional,Blockchain,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
24,Bachelor's,Working Professional,Blockchain,Intermediate,Visual,<5 hrs/week,Free & Paid,"DApp Development, Hyperledger",,,
24,Bachelor's,Working Professional,Blockchain,Advanced,Visual,>10 hrs/week,Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
24,Bachelor's,Working Professional,Blockchain,Beginner,Auditory,>10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
24,Bachelor's,Working Professional,Blockchain,Advanced,Kinesthetic,5-10 hrs/week,Free & Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
24,Bachelor's,Working Professional,Blockchain,Advanced,Reading/Writing,>10 hrs/week,Paid,"Consensus Mechanisms, Zero-Knowledge Proofs",,,
24,Bachelor's,Working Professional,Cloud Computing,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
24,Bachelor's,Working Professional,Full Stack Development,Advanced,Reading/Writing,5-10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
24,Bachelor's,Working Professional,Full Stack Development,Intermediate,Auditory,>10 hrs/week,Free & Paid,"MERN Stack, REST APIs",,,
24,Bachelor's,Working Professional,Full Stack Development,Beginner,Kinesthetic,>10 hrs/week,Free & Paid,"HTML, CSS, JavaScript, Git, React Basics",,,
24,Bachelor's,Working Professional,Full Stack Development,Advanced,Visual,>10 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
24,Bachelor's,Working Professional,Full Stack Development,Advanced,Visual,5-10 hrs/week,Free & Paid,"Microservices, CI/CD, System Design",,,
24,Bachelor's,Working Professional,Networking,Intermediate,Kinesthetic,>10 hrs/week,Free & Paid,"Advanced Routing, Firewalls, Ethical Hacking",,,
24,High School,Job Seeker,AI/ML,Advanced,Kinesthetic,>10 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
24,High School,Job Seeker,AI/ML,Beginner,Visual,<5 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
24,High School,Job Seeker,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
24,High School,Job Seeker,Blockchain,Intermediate,Visual,5-10 hrs/week,Free,"DApp Development, Hyperledger",,,
24,High School,Job Seeker,Cloud Computing,Advanced,Visual,5-10 hrs/week,Free,"Serverless Computing, Cloud Architecture Design",,,
24,High School,Job Seeker,Cloud Computing,Advanced,Kinesthetic,5-10 hrs/week,Paid,"Serverless Computing, Cloud Architecture Design",,,
24,High School,Job Seeker,Cloud Computing,Advanced,Reading/Writing,<5 hrs/week,Free & Paid,"Serverless Computing, Cloud Architecture Design",,,
24,High School,Job Seeker,Full Stack Development,Intermediate,Kinesthetic,>10 hrs/week,Free,"MERN Stack, REST APIs",,,
24,High School,Job Seeker,Full Stack Development,Intermediate,Visual,5-10 hrs/week,Paid,"MERN Stack, REST APIs",,,
24,High School,Job Seeker,Full Stack Development,Advanced,Reading/Writing,5-10 hrs/week,Paid,"Microservices, CI/CD, System Design",,,
24,High School,Job Seeker,Full Stack Development,Beginner,Visual,>10 hrs/week,Free,"HTML, CSS, JavaScript, Git, React Basics",,,
24,High School,Job Seeker,Networking,Beginner,Reading/Writing,5-10 hrs/week,Free & Paid,"CCNA, TCP/IP, Network Security Basics",,,
24,High School,Job Seeker,Networking,Advanced,Auditory,>10 hrs/week,Free & Paid,"SDN, Cybersecurity, Penetration Testing",,,
24,High School,Job Seeker,Networking,Advanced,Auditory,<5 hrs/week,Free,"SDN, Cybersecurity, Penetration Testing",,,
24,High School,Job Seeker,Networking,Beginner,Reading/Writing,<5 hrs/week,Free,"CCNA, TCP/IP, Network Security Basics",,,
24,High School,Student,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
24,High School,Student,AI/ML,Intermediate,Kinesthetic,5-10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
24,High School,Student,AI/ML,Beginner,Visual,5-10 hrs/week,Free,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
24,High School,Student,AI/ML,Intermediate,Kinesthetic,>10 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
24,High School,Student,AI/ML,Beginner,Visual,>10 hrs/week,Free & Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
24,High School,Student,AI/ML,Intermediate,Visual,<5 hrs/week,Paid,"TensorFlow, PyTorch, Deep Learning, NLP",,,
24,High School,Student,Blockchain,Beginner,Auditory,5-10 hrs/week,Free & Paid,"Ethereum Basics, Solidity, Web3.js",,,
24,High School,Student,Blockchain,Intermediate,Visual,>10 hrs/week,Free,"DApp Development, Hyperledger",,,
24,High School,Student,Blockchain,Beginner,Reading/Writing,<5 hrs/week,Paid,"Ethereum Basics, Solidity, Web3.js",,,
24,High School,Student,Blockchain,Intermediate,Reading/Writing,>10 hrs/week,Free,"DApp Development, Hyperledger",,,
24,High School,Student,Cloud Computing,Beginner,Auditory,5-10 hrs/week,Free & Paid,"AWS/Azure Fundamentals, Linux Basics, Virtualization",,,
24,High School,Student,Cloud Computing,Intermediate,Reading/Writing,<5 hrs/week,Paid,"Kubernetes, Docker, DevOps, Cloud Security",,,
24,High School,Student,Full Stack Development,Intermediate,Reading/Writing,>10 hrs/week,Free,"MERN Stack, REST APIs",,,
24,High School,Student,Full Stack Development,Intermediate,Visual,<5 hrs/week,Free,"MERN Stack, REST APIs",,,
24,High School,Student,Networking,Advanced,Kinesthetic,5-10 hrs/week,Paid,"SDN, Cybersecurity, Penetration Testing",,,
24,High School,Working Professional,AI/ML,Advanced,Auditory,>10 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
24,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
24,High School,Working Professional,AI/ML,Beginner,Reading/Writing,>10 hrs/week,Free & Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
24,High School,Working Professional,AI/ML,Advanced,Visual,<5 hrs/week,Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
24,High School,Working Professional,AI/ML,Beginner,Auditory,<5 hrs/week,Paid,"Python, Statistics, Basic ML (Scikit-learn, Pandas)",,,
24,High School,Working Professional,AI/ML,Advanced,Kinesthetic,<5 hrs/week,Free & Paid,"Reinforcement Learning, Generative AI, AI Ethics",,,
24,High School,Working Professional,AI/ML,Intermediate,Reading/Writing,5-10 hrs/week,Free,"TensorFlow, PyTorch, Deep Learning, NLP",,,
24,High School,Working Professional,Blockchain,Intermediate,Kinesthetic,5-10 hrs/week,Paid,"DApp Development, Hyperledger",,,
